"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 15 11:36:58 GMT 2022","Tue Nov 15 11:37:07 GMT 2022","9407","","Casos de prueba sobre un artículo de Diario AS","","CP06. Carga de contenedor de tipo INTEXT en el artículo","","CP06. Carga de contenedor de tipo INTEXT en el artículo",""
"passed","Tue Nov 15 11:34:29 GMT 2022","Tue Nov 15 11:34:41 GMT 2022","12128","","Casos de prueba sobre la página principal de Diario AS","","CP02. Carga de contenedor de tipo STICKY en la portada","","CP02. Carga de contenedor de tipo STICKY en la portada",""
"failed","Tue Nov 15 11:34:09 GMT 2022","Tue Nov 15 11:34:29 GMT 2022","20294","","Casos de prueba sobre la página principal de Diario AS","","CP01. Carga de contenedores SKY en caso de no tener SKIN en la portada","","CP01. Carga de contenedores SKY en caso de no tener SKIN en la portada",""
"failed","Tue Nov 15 11:34:50 GMT 2022","Tue Nov 15 11:35:00 GMT 2022","9480","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"passed","Tue Nov 15 11:34:41 GMT 2022","Tue Nov 15 11:34:50 GMT 2022","9091","","Casos de prueba sobre la página principal de Diario AS","","CP03. Carga de contenedores de tipo LDB en la portada","","CP03. Carga de contenedores de tipo LDB en la portada",""
"passed","Tue Nov 15 11:35:59 GMT 2022","Tue Nov 15 11:36:11 GMT 2022","12121","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"passed","Tue Nov 15 11:35:37 GMT 2022","Tue Nov 15 11:35:49 GMT 2022","11982","","Casos de prueba sobre un artículo de Diario AS","","CP02. Carga de contenedor de tipo STICKY en el artículo","","CP02. Carga de contenedor de tipo STICKY en el artículo",""
"passed","Tue Nov 15 11:35:08 GMT 2022","Tue Nov 15 11:35:17 GMT 2022","9024","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"passed","Tue Nov 15 11:36:11 GMT 2022","Tue Nov 15 11:36:31 GMT 2022","20562","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"failed","Tue Nov 15 11:36:47 GMT 2022","Tue Nov 15 11:36:58 GMT 2022","10280","","Casos de prueba sobre un artículo de Diario AS","","CP05. Carga de contenedor de tipo BTN en el artículo","","CP05. Carga de contenedor de tipo BTN en el artículo",""
"passed","Tue Nov 15 11:35:49 GMT 2022","Tue Nov 15 11:35:59 GMT 2022","9621","","Casos de prueba sobre un artículo de Diario AS","","CP03. Carga de contenedores de tipo LDB en el artículo","","CP03. Carga de contenedores de tipo LDB en el artículo",""
"passed","Tue Nov 15 11:35:00 GMT 2022","Tue Nov 15 11:35:08 GMT 2022","8009","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"passed","Tue Nov 15 11:36:31 GMT 2022","Tue Nov 15 11:36:47 GMT 2022","15877","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"passed","Tue Nov 15 11:35:17 GMT 2022","Tue Nov 15 11:35:37 GMT 2022","20235","","Casos de prueba sobre un artículo de Diario AS","","CP01. Carga de contenedores SKY en caso de no tener SKIN en el artículo","","CP01. Carga de contenedores SKY en caso de no tener SKIN en el artículo",""
