"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 14 15:52:13 GMT 2022","Mon Nov 14 15:52:48 GMT 2022","35148","","Casos de prueba sobre la página principal de Diario AS","","CP03. Carga de contenedores de tipo LDB en la portada","","CP03. Carga de contenedores de tipo LDB en la portada",""
"broken","Mon Nov 14 15:56:00 GMT 2022","Mon Nov 14 15:56:25 GMT 2022","25628","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"failed","Mon Nov 14 15:55:26 GMT 2022","Mon Nov 14 15:55:42 GMT 2022","16704","","Casos de prueba sobre un artículo de Diario AS","","CP03. Carga de contenedores de tipo LDB en el artículo","","CP03. Carga de contenedores de tipo LDB en el artículo",""
"failed","Mon Nov 14 15:56:52 GMT 2022","Mon Nov 14 15:57:13 GMT 2022","21032","","Casos de prueba sobre un artículo de Diario AS","","CP05. Carga de contenedor de tipo BTN en el artículo","","CP05. Carga de contenedor de tipo BTN en el artículo",""
"failed","Mon Nov 14 15:57:13 GMT 2022","Mon Nov 14 15:57:37 GMT 2022","23215","","Casos de prueba sobre un artículo de Diario AS","","CP06. Carga de contenedor de tipo INTEXT en el artículo","","CP06. Carga de contenedor de tipo INTEXT en el artículo",""
"broken","Mon Nov 14 15:55:04 GMT 2022","Mon Nov 14 15:55:26 GMT 2022","21753","","Casos de prueba sobre un artículo de Diario AS","","CP02. Carga de contenedor de tipo STICKY en el artículo","","CP02. Carga de contenedor de tipo STICKY en el artículo",""
"passed","Mon Nov 14 15:51:26 GMT 2022","Mon Nov 14 15:52:13 GMT 2022","46378","","Casos de prueba sobre la página principal de Diario AS","","CP02. Carga de contenedor de tipo STICKY en la portada","","CP02. Carga de contenedor de tipo STICKY en la portada",""
"broken","Mon Nov 14 15:56:25 GMT 2022","Mon Nov 14 15:56:52 GMT 2022","26938","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"passed","Mon Nov 14 15:52:48 GMT 2022","Mon Nov 14 15:53:30 GMT 2022","41831","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"broken","Mon Nov 14 15:55:42 GMT 2022","Mon Nov 14 15:56:00 GMT 2022","17269","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"passed","Mon Nov 14 15:54:07 GMT 2022","Mon Nov 14 15:54:43 GMT 2022","36293","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"failed","Mon Nov 14 15:54:43 GMT 2022","Mon Nov 14 15:55:04 GMT 2022","20773","","Casos de prueba sobre un artículo de Diario AS","","CP01. Carga de contenedores SKY en caso de no tener SKIN en el artículo","","CP01. Carga de contenedores SKY en caso de no tener SKIN en el artículo",""
"passed","Mon Nov 14 15:53:30 GMT 2022","Mon Nov 14 15:54:07 GMT 2022","37004","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"failed","Mon Nov 14 15:50:17 GMT 2022","Mon Nov 14 15:51:26 GMT 2022","69461","","Casos de prueba sobre la página principal de Diario AS","","CP01. Carga de contenedores SKY en caso de no tener SKIN en la portada","","CP01. Carga de contenedores SKY en caso de no tener SKIN en la portada",""
