"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 15 09:40:11 GMT 2022","Tue Nov 15 09:40:31 GMT 2022","19904","","Casos de prueba sobre un artículo de Diario AS","","CP01. Carga de contenedores SKY en caso de no tener SKIN en el artículo","","CP01. Carga de contenedores SKY en caso de no tener SKIN en el artículo",""
"failed","Tue Nov 15 09:38:59 GMT 2022","Tue Nov 15 09:39:19 GMT 2022","20295","","Casos de prueba sobre la página principal de Diario AS","","CP01. Carga de contenedores SKY en caso de no tener SKIN en la portada","","CP01. Carga de contenedores SKY en caso de no tener SKIN en la portada",""
"failed","Tue Nov 15 09:41:45 GMT 2022","Tue Nov 15 09:41:57 GMT 2022","11318","","Casos de prueba sobre un artículo de Diario AS","","CP05. Carga de contenedor de tipo BTN en el artículo","","CP05. Carga de contenedor de tipo BTN en el artículo",""
"passed","Tue Nov 15 09:39:31 GMT 2022","Tue Nov 15 09:39:43 GMT 2022","11996","","Casos de prueba sobre la página principal de Diario AS","","CP03. Carga de contenedores de tipo LDB en la portada","","CP03. Carga de contenedores de tipo LDB en la portada",""
"passed","Tue Nov 15 09:40:47 GMT 2022","Tue Nov 15 09:41:01 GMT 2022","13571","","Casos de prueba sobre un artículo de Diario AS","","CP03. Carga de contenedores de tipo LDB en el artículo","","CP03. Carga de contenedores de tipo LDB en el artículo",""
"passed","Tue Nov 15 09:41:57 GMT 2022","Tue Nov 15 09:42:06 GMT 2022","9669","","Casos de prueba sobre un artículo de Diario AS","","CP06. Carga de contenedor de tipo INTEXT en el artículo","","CP06. Carga de contenedor de tipo INTEXT en el artículo",""
"passed","Tue Nov 15 09:39:53 GMT 2022","Tue Nov 15 09:40:01 GMT 2022","8885","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"passed","Tue Nov 15 09:40:01 GMT 2022","Tue Nov 15 09:40:11 GMT 2022","9601","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"passed","Tue Nov 15 09:41:01 GMT 2022","Tue Nov 15 09:41:13 GMT 2022","12511","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"passed","Tue Nov 15 09:41:30 GMT 2022","Tue Nov 15 09:41:45 GMT 2022","15861","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"passed","Tue Nov 15 09:39:43 GMT 2022","Tue Nov 15 09:39:53 GMT 2022","9223","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"passed","Tue Nov 15 09:40:31 GMT 2022","Tue Nov 15 09:40:47 GMT 2022","16394","","Casos de prueba sobre un artículo de Diario AS","","CP02. Carga de contenedor de tipo STICKY en el artículo","","CP02. Carga de contenedor de tipo STICKY en el artículo",""
"passed","Tue Nov 15 09:39:19 GMT 2022","Tue Nov 15 09:39:31 GMT 2022","12057","","Casos de prueba sobre la página principal de Diario AS","","CP02. Carga de contenedor de tipo STICKY en la portada","","CP02. Carga de contenedor de tipo STICKY en la portada",""
"passed","Tue Nov 15 09:41:13 GMT 2022","Tue Nov 15 09:41:30 GMT 2022","16154","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
