"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Nov 14 14:49:57 GMT 2022","Mon Nov 14 14:49:57 GMT 2022","19","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"skipped","Mon Nov 14 14:49:57 GMT 2022","Mon Nov 14 14:49:57 GMT 2022","37","","Casos de prueba sobre un artículo de Diario AS","","CP02. Carga de contenedor de tipo STICKY en el artículo","","CP02. Carga de contenedor de tipo STICKY en el artículo",""
"skipped","Mon Nov 14 14:49:57 GMT 2022","Mon Nov 14 14:49:57 GMT 2022","33","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"skipped","Mon Nov 14 14:49:57 GMT 2022","Mon Nov 14 14:49:57 GMT 2022","23","","Casos de prueba sobre un artículo de Diario AS","","CP03. Carga de contenedores de tipo LDB en el artículo","","CP03. Carga de contenedores de tipo LDB en el artículo",""
"skipped","Mon Nov 14 14:49:57 GMT 2022","Mon Nov 14 14:49:57 GMT 2022","44","","Casos de prueba sobre la página principal de Diario AS","","CP03. Carga de contenedores de tipo LDB en la portada","","CP03. Carga de contenedores de tipo LDB en la portada",""
"skipped","Mon Nov 14 14:49:57 GMT 2022","Mon Nov 14 14:49:57 GMT 2022","40","","Casos de prueba sobre un artículo de Diario AS","","CP01. Carga de contenedores SKY en caso de no tener SKIN en el artículo","","CP01. Carga de contenedores SKY en caso de no tener SKIN en el artículo",""
"skipped","Mon Nov 14 14:49:56 GMT 2022","Mon Nov 14 14:49:56 GMT 2022","61","","Casos de prueba sobre la página principal de Diario AS","","CP02. Carga de contenedor de tipo STICKY en la portada","","CP02. Carga de contenedor de tipo STICKY en la portada",""
"skipped","Mon Nov 14 14:49:56 GMT 2022","Mon Nov 14 14:49:56 GMT 2022","349","","Casos de prueba sobre la página principal de Diario AS","","CP01. Carga de contenedores SKY en caso de no tener SKIN en la portada","","CP01. Carga de contenedores SKY en caso de no tener SKIN en la portada",""
"skipped","Mon Nov 14 14:49:57 GMT 2022","Mon Nov 14 14:49:57 GMT 2022","20","","Casos de prueba sobre un artículo de Diario AS","","CP06. Carga de contenedor de tipo INTEXT en el artículo","","CP06. Carga de contenedor de tipo INTEXT en el artículo",""
"skipped","Mon Nov 14 14:49:57 GMT 2022","Mon Nov 14 14:49:57 GMT 2022","23","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"skipped","Mon Nov 14 14:49:57 GMT 2022","Mon Nov 14 14:49:57 GMT 2022","34","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"skipped","Mon Nov 14 14:49:57 GMT 2022","Mon Nov 14 14:49:57 GMT 2022","18","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"skipped","Mon Nov 14 14:49:57 GMT 2022","Mon Nov 14 14:49:57 GMT 2022","23","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"skipped","Mon Nov 14 14:49:57 GMT 2022","Mon Nov 14 14:49:57 GMT 2022","32","","Casos de prueba sobre un artículo de Diario AS","","CP05. Carga de contenedor de tipo BTN en el artículo","","CP05. Carga de contenedor de tipo BTN en el artículo",""
