"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 14 15:07:00 GMT 2022","Mon Nov 14 15:07:41 GMT 2022","40370","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"passed","Mon Nov 14 15:06:16 GMT 2022","Mon Nov 14 15:07:00 GMT 2022","44756","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"failed","Mon Nov 14 15:03:33 GMT 2022","Mon Nov 14 15:04:43 GMT 2022","69895","","Casos de prueba sobre la página principal de Diario AS","","CP01. Carga de contenedores SKY en caso de no tener SKIN en la portada","","CP01. Carga de contenedores SKY en caso de no tener SKIN en la portada",""
"passed","Mon Nov 14 15:05:30 GMT 2022","Mon Nov 14 15:06:16 GMT 2022","45789","","Casos de prueba sobre la página principal de Diario AS","","CP03. Carga de contenedores de tipo LDB en la portada","","CP03. Carga de contenedores de tipo LDB en la portada",""
"broken","Mon Nov 14 15:09:27 GMT 2022","Mon Nov 14 15:09:46 GMT 2022","18580","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"passed","Mon Nov 14 15:04:44 GMT 2022","Mon Nov 14 15:05:30 GMT 2022","46174","","Casos de prueba sobre la página principal de Diario AS","","CP02. Carga de contenedor de tipo STICKY en la portada","","CP02. Carga de contenedor de tipo STICKY en la portada",""
"passed","Mon Nov 14 15:07:41 GMT 2022","Mon Nov 14 15:08:22 GMT 2022","41563","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"failed","Mon Nov 14 15:10:57 GMT 2022","Mon Nov 14 15:11:24 GMT 2022","27362","","Casos de prueba sobre un artículo de Diario AS","","CP06. Carga de contenedor de tipo INTEXT en el artículo","","CP06. Carga de contenedor de tipo INTEXT en el artículo",""
"broken","Mon Nov 14 15:09:46 GMT 2022","Mon Nov 14 15:10:12 GMT 2022","26686","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"failed","Mon Nov 14 15:08:22 GMT 2022","Mon Nov 14 15:08:43 GMT 2022","20544","","Casos de prueba sobre un artículo de Diario AS","","CP01. Carga de contenedores SKY en caso de no tener SKIN en el artículo","","CP01. Carga de contenedores SKY en caso de no tener SKIN en el artículo",""
"passed","Mon Nov 14 15:08:43 GMT 2022","Mon Nov 14 15:09:09 GMT 2022","25597","","Casos de prueba sobre un artículo de Diario AS","","CP02. Carga de contenedor de tipo STICKY en el artículo","","CP02. Carga de contenedor de tipo STICKY en el artículo",""
"failed","Mon Nov 14 15:09:09 GMT 2022","Mon Nov 14 15:09:27 GMT 2022","18417","","Casos de prueba sobre un artículo de Diario AS","","CP03. Carga de contenedores de tipo LDB en el artículo","","CP03. Carga de contenedores de tipo LDB en el artículo",""
"broken","Mon Nov 14 15:10:12 GMT 2022","Mon Nov 14 15:10:36 GMT 2022","23298","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el artículo","","CP04. Carga de contenedores de tipo MPU en el artículo",""
"failed","Mon Nov 14 15:10:36 GMT 2022","Mon Nov 14 15:10:57 GMT 2022","21122","","Casos de prueba sobre un artículo de Diario AS","","CP05. Carga de contenedor de tipo BTN en el artículo","","CP05. Carga de contenedor de tipo BTN en el artículo",""
